question_id,question_text,decomposition,program,operators,split
SPIDER_train_1823,"What are the names of customers who have a savings balance lower than their checking balance, and what is the total of their checking and savings balances?","return customers ;return savings balances of  #1 ;return checking balances of  #1 ;return #1 where #2 is  lower than #3 ;return checking balances of  #4 ;return savings balances of  #4 ;return sum of  #5 and  #6 for each  #4 ;return names of  #4 ;return #8 ,  #7","[""SELECT['customers']"", ""PROJECT['savings balances of #REF', '#1']"", ""PROJECT['checking balances of #REF', '#1']"", ""COMPARATIVE['#1', '#2', 'is lower than #3']"", ""PROJECT['checking balances of #REF', '#4']"", ""PROJECT['savings balances of #REF', '#4']"", ""GROUP['sum', '#5', '#4']"", ""PROJECT['names of #REF', '#4']"", ""UNION['#8', '#7']""]","['select', 'project', 'project', 'comparative', 'project', 'project', 'group', 'project', 'union']",train
SPIDER_train_1824,Find the name and savings balance of the top 3 accounts with the highest saving balance sorted by savings balance in descending order.,"return accounts ;return savings  balances of #1 ;return the  3 highest of #2 ;return #1 where #2 is equal to any of #3 ;return names of #4 ;return savings  balances of #4 ;return #5 ,  #6 ;return #7 sorted by #6 in  descending order","[""SELECT['accounts']"", ""PROJECT['savings balances of #REF', '#1']"", ""AGGREGATE['max', '#2']"", ""COMPARATIVE['#1', '#2', 'is equal to any of #3']"", ""PROJECT['names of #REF', '#4']"", ""PROJECT['savings balances of #REF', '#4']"", ""UNION['#5', '#6']"", ""SORT['#7', '#6', 'in descending order']""]","['select', 'project', 'aggregate', 'comparative', 'project', 'project', 'union', 'sort']",train
SPIDER_train_1825,What are names and savings balances of the three accounts with the highest savings balances?,"return accounts ;return savings  balances of #1 ;return the  three highest of #2 ;return #1 where #2 is equal to any of #3 ;return names of #4 ;return savings  balances of #4 ;return #5 ,  #6","[""SELECT['accounts']"", ""PROJECT['savings balances of #REF', '#1']"", ""AGGREGATE['max', '#2']"", ""COMPARATIVE['#1', '#2', 'is equal to any of #3']"", ""PROJECT['names of #REF', '#4']"", ""PROJECT['savings balances of #REF', '#4']"", ""UNION['#5', '#6']""]","['select', 'project', 'aggregate', 'comparative', 'project', 'project', 'union']",train
SPIDER_train_1826,How many main stream browsers whose market share is at least 5 exist?,return browsers ;return #1 that  are  main stream ;return market shares of  #2 ;return #2 where #3 is  at least 5 ;return number of  #4,"[""SELECT['browsers']"", ""FILTER['#1', 'that are main stream']"", ""PROJECT['market shares of #REF', '#2']"", ""COMPARATIVE['#2', '#3', 'is at least 5']"", ""AGGREGATE['count', '#4']""]","['select', 'filter', 'project', 'comparative', 'aggregate']",train
SPIDER_train_1827,List the name of browsers in descending order by market share.,return browsers ;return names of  #1 ;return market share of  #1 ;return #2 sorted by #3 in descending order,"[""SELECT['browsers']"", ""PROJECT['names of #REF', '#1']"", ""PROJECT['market share of #REF', '#1']"", ""SORT['#2', '#3', 'in descending order']""]","['select', 'project', 'project', 'sort']",train
SPIDER_train_1828,"List the ids, names and market shares of all browsers.","return browsers ;return ids of  #1 ;return names of  #1 ;return market shares of  #1 ;return #2 ,  #3 , #4","[""SELECT['browsers']"", ""PROJECT['ids of #REF', '#1']"", ""PROJECT['names of #REF', '#1']"", ""PROJECT['market shares of #REF', '#1']"", ""UNION['#2', '#3', '#4']""]","['select', 'project', 'project', 'project', 'union']",train
SPIDER_train_1829,"What is the maximum, minimum and average market share of the listed browsers?","return browsers ;return market shares of  #1 ;return maximum of  #2 ;return minimum of  #2 ;return average of  #2 ;return #3 ,  #4 ,   #5","[""SELECT['browsers']"", ""PROJECT['market shares of #REF', '#1']"", ""AGGREGATE['max', '#2']"", ""AGGREGATE['min', '#2']"", ""AGGREGATE['avg', '#2']"", ""UNION['#3', '#4', '#5']""]","['select', 'project', 'aggregate', 'aggregate', 'aggregate', 'union']",train
SPIDER_train_183,List all the cities in a decreasing order of each city's stations' highest latitude.,return cities ;return stations of #1 ;return latitudes of #2 ;return the  highest of #3 for each #1 ;return #1 sorted by #4 in decreasing order,"[""SELECT['cities']"", ""PROJECT['stations of #REF', '#1']"", ""PROJECT['latitudes of #REF', '#2']"", ""GROUP['max', '#3', '#1']"", ""SORT['#1', '#4', 'in decreasing order']""]","['select', 'project', 'project', 'group', 'sort']",train
SPIDER_train_1830,What is the id and market share of the browser Safari?,"return Safari ;return id of #1 ;return market share of #1 ;return #2 ,  #3","[""SELECT['Safari']"", ""PROJECT['id of #REF', '#1']"", ""PROJECT['market share of #REF', '#1']"", ""UNION['#2', '#3']""]","['select', 'project', 'project', 'union']",train
SPIDER_train_1831,What are the name and os of web client accelerators that do not work with only a 'Broadband' type connection?,"return web client accelerators ;return connection types #1 work with ;return #1 where #2 is  'Broadband ;return #1 besides  #3 ;return names of  #4 ;return os of  #4 ;return #5 ,  #6","[""SELECT['web client accelerators']"", ""PROJECT['connection types #REF work with', '#1']"", ""COMPARATIVE['#1', '#2', 'is Broadband']"", ""DISCARD['#1', '#3']"", ""PROJECT['names of #REF', '#4']"", ""PROJECT['os of #REF', '#4']"", ""UNION['#5', '#6']""]","['select', 'project', 'comparative', 'discard', 'project', 'project', 'union']",train
SPIDER_train_1832,What is the name of the browser that became compatible with the accelerator 'CProxy' after year 1998 ?,return cars ;return cylinders ;return number of  #2 for each  #1 ;return #1 where #3 is  4 ;return miles per gallon of  #4 ;return average of  #5,"[""SELECT['cars']"", ""SELECT['cylinders']"", ""GROUP['count', '#2', '#1']"", ""COMPARATIVE['#1', '#3', 'is 4']"", ""PROJECT['miles per gallon of #REF', '#4']"", ""AGGREGATE['avg', '#5']""]","['select', 'select', 'group', 'comparative', 'project', 'aggregate']",train
SPIDER_train_1833,What are the ids and names of the web accelerators that are compatible with two or more browsers?,"return web accelerators ;return compatible browsers of #1 ;return number of  #2 for each #1 ;return #1 where #3 is at least two ;return ids of #4 ;return names of #4 ;return #5 ,  #6","[""SELECT['web accelerators']"", ""PROJECT['compatible browsers of #REF', '#1']"", ""GROUP['count', '#2', '#1']"", ""COMPARATIVE['#1', '#3', 'is at least two']"", ""PROJECT['ids of #REF', '#4']"", ""PROJECT['names of #REF', '#4']"", ""UNION['#5', '#6']""]","['select', 'project', 'group', 'comparative', 'project', 'project', 'union']",train
SPIDER_train_1834,What is the id and name of the browser that is compatible with the most web accelerators?,"return browsers ;return web accelerators compatible with #1 ;return number of  #2 for each  #1 ;return #1 where #3 is  highest ;return id of  #4 ;return name of  #4 ;return #5 ,  #6","[""SELECT['browsers']"", ""PROJECT['web accelerators compatible with #REF', '#1']"", ""GROUP['count', '#2', '#1']"", ""SUPERLATIVE['max', '#1', '#3']"", ""PROJECT['id of #REF', '#4']"", ""PROJECT['name of #REF', '#4']"", ""UNION['#5', '#6']""]","['select', 'project', 'group', 'superlative', 'project', 'project', 'union']",train
SPIDER_train_1836,How many different kinds of clients are supported by the web clients accelerators?,return web clients  ;return accelerators of #1 ;return clients  that  are supported by #2 ;return kinds of #3 ;return number of  different #4,"[""SELECT['web clients']"", ""PROJECT['accelerators of #REF', '#1']"", ""PROJECT['clients that are supported by #REF', '#2']"", ""PROJECT['kinds of #REF', '#3']"", ""PROJECT['different #REF', '#4']"", ""GROUP['count', '#5', '#4']"", ""UNION['#4', '#6']""]","['select', 'project', 'project', 'project', 'project', 'group', 'union']",train
SPIDER_train_1837,How many accelerators are not compatible with the browsers listed ?,return browsers ;return accelerators that  are  compatible with  #1 ;return accelerators besides #2 ;return number of  #3,"[""SELECT['browsers']"", ""PROJECT['accelerators that are compatible with #REF', '#1']"", ""SELECT['accelerators']"", ""DISCARD['#3', '#2']"", ""AGGREGATE['count', '#4']""]","['select', 'project', 'select', 'discard', 'aggregate']",train
SPIDER_train_1838,What distinct accelerator names are compatible with the browswers that have market share higher than 15?,return browswers ;return market shares of #1 ;return #1 where #2 is  higher than 15 ;return accelerators compatible with  #3 ;return distinct names of #4,"[""SELECT['browswers']"", ""PROJECT['market shares of #REF', '#1']"", ""COMPARATIVE['#1', '#2', 'is higher than 15']"", ""PROJECT['accelerators compatible with #REF', '#3']"", ""PROJECT['distinct names of #REF', '#4']""]","['select', 'project', 'comparative', 'project', 'project']",train
SPIDER_train_1839,List the names of the browser that are compatible with both 'CACHEbox' and 'Fasterfox'.,return browsers ;return #1 that  are compatible with  'CACHEbox ;return #1 that  are compatible with  'Fasterfox ;return #1 in both #2 and #3 ;return the  names of #4,"[""SELECT['browsers']"", ""FILTER['#1', 'that are compatible with CACHEbox']"", ""FILTER['#1', 'that are compatible with Fasterfox']"", ""INTERSECTION['#1', '#2', '#3']"", ""PROJECT['the names of #REF', '#4']""]","['select', 'filter', 'filter', 'intersection', 'project']",train
SPIDER_train_184,"For each city, list their names in decreasing order by their highest station latitude.",return cities ;return names of #1 ;return stations of #1 ;return latitudes of #3 ;return the  highest #4 for each #1 ;return #2 sorted by #5 in decreasing order,"[""SELECT['cities']"", ""PROJECT['names of #REF', '#1']"", ""PROJECT['stations of #REF', '#1']"", ""PROJECT['latitudes of #REF', '#3']"", ""GROUP['max', '#4', '#1']"", ""SORT['#2', '#5', 'in decreasing order']""]","['select', 'project', 'project', 'project', 'group', 'sort']",train
SPIDER_train_1840,Show the accelerator names and supporting operating systems that are not compatible with the browser named 'Opera'.,"return accelerators ;return compatible browsers of #1 ;return #1 where #2 is 'Opera ;return #1 besides  #3 ;return names of #4 ;return supporting operating systems of #4 ;return #5 ,  #6","[""SELECT['accelerators']"", ""PROJECT['compatible browsers of #REF', '#1']"", ""COMPARATIVE['#1', '#2', 'is Opera']"", ""DISCARD['#1', '#3']"", ""PROJECT['names of #REF', '#4']"", ""PROJECT['supporting operating systems of #REF', '#4']"", ""UNION['#5', '#6']""]","['select', 'project', 'comparative', 'discard', 'project', 'project', 'union']",train
SPIDER_train_1841,"Which accelerator name contains substring ""Opera""?",return accelerators ;return names of #1 ;return #1 where #2 has substring Opera ;return name of #3,"[""SELECT['accelerators']"", ""PROJECT['names of #REF', '#1']"", ""COMPARATIVE['#1', '#2', 'has substring Opera']"", ""PROJECT['name of #REF', '#3']""]","['select', 'project', 'comparative', 'project']",train
SPIDER_train_1842,Find the number of web accelerators used for each Operating system.,return web accelerators ;return Operating systems ;return number of  #1 used for each #2,"[""SELECT['web accelerators']"", ""SELECT['Operating systems']"", ""GROUP['count', '#1', '#2']"", ""UNION['#2', '#3']""]","['select', 'select', 'group', 'union']",train
SPIDER_train_1843,give me names of all compatible browsers and accelerators in the descending order of compatible year,"return compatible browsers ;return accelerators ;return #1 ,  #2 ;return compatible year of #3 ;return names of  #3; return #5 sorted by #4 in descending order","[""SELECT['compatible browsers']"", ""SELECT['accelerators']"", ""UNION['#1', '#2']"", ""PROJECT['compatible year of #REF', '#3']"", ""PROJECT['names of #REF', '#3']"", ""SORT['#5', '#4', 'in descending order']""]","['select', 'select', 'union', 'project', 'project', 'sort']",train
SPIDER_train_1844,How many wrestlers are there?,return wrestlers ;return number of  #1,"[""SELECT['wrestlers']"", ""AGGREGATE['count', '#1']""]","['select', 'aggregate']",train
SPIDER_train_1845,Count the number of wrestlers.,return wrestlers ;return the number of #1,"[""SELECT['wrestlers']"", ""AGGREGATE['count', '#1']""]","['select', 'aggregate']",train
SPIDER_train_1846,List the names of wrestlers in descending order of days held.,return wrestlers ;return names of  #1 ;return days held of  #1 ;return #2 sorted by #3 in descending order,"[""SELECT['wrestlers']"", ""PROJECT['names of #REF', '#1']"", ""PROJECT['days held of #REF', '#1']"", ""SORT['#2', '#3', 'in descending order']""]","['select', 'project', 'project', 'sort']",train
SPIDER_train_1847,"What are the names of the wrestlers, ordered descending by days held?",return wrestlers ;return names of #1 ;return days held by #1 ;return number of  #3 for each #1 ;return #2 sorted by #4 in descending order,"[""SELECT['wrestlers']"", ""PROJECT['names of #REF', '#1']"", ""PROJECT['days held by #REF', '#1']"", ""GROUP['count', '#3', '#1']"", ""SORT['#2', '#4', 'in descending order']""]","['select', 'project', 'project', 'group', 'sort']",train
SPIDER_train_1848,What is the name of the wrestler with the fewest days held?,return wrestlers ;return days that  #1 held ;return number of  #2 for each  #1 ;return #1 where #3 is  fewest ;return name of  #4,"[""SELECT['wrestlers']"", ""PROJECT['days that #REF held', '#1']"", ""GROUP['count', '#2', '#1']"", ""COMPARATIVE['#1', '#3', 'is fewest']"", ""PROJECT['name of #REF', '#4']""]","['select', 'project', 'group', 'comparative', 'project']",train
SPIDER_train_1849,Return the name of the wrestler who had the lowest number of days held.,return wrestlers ;return days held of #1 ;return number of  #2 for each #1 ;return #1 where #3 is lowest ;return name of #4,"[""SELECT['wrestlers']"", ""PROJECT['days held of #REF', '#1']"", ""GROUP['count', '#2', '#1']"", ""SUPERLATIVE['min', '#1', '#3']"", ""PROJECT['name of #REF', '#4']""]","['select', 'project', 'group', 'superlative', 'project']",train
SPIDER_train_185,What are the dates that had the top 5 cloud cover rates? Also tell me the cloud cover rate.,"return cloud  cover  rates ;return the  5 highest of #1 ;return dates of #2 ;return #3 ,  #2","[""SELECT['cloud cover rates']"", ""AGGREGATE['max', '#1']"", ""PROJECT['dates of #REF', '#2']"", ""UNION['#3', '#2']""]","['select', 'aggregate', 'project', 'union']",train
SPIDER_train_1850,"What are the distinct reigns of wrestlers whose location is not ""Tokyo,Japan"" ?",return wrestlers ;return locations of  #1 ;return #1 where #2 is  not  Tokyo Japan ;return distinct reigns of  #3,"[""SELECT['wrestlers']"", ""PROJECT['locations of #REF', '#1']"", ""COMPARATIVE['#1', '#2', 'is not Tokyo Japan']"", ""PROJECT['distinct reigns of #REF', '#3']""]","['select', 'project', 'comparative', 'project']",train
SPIDER_train_1851,"Give the different reigns of wrestlers who are not located in Tokyo, Japan.",return wrestlers ;return #1 located in Tokyo Japan ;return #1 besides #2 ;return reigns of  #3 ;return different #4,"[""SELECT['wrestlers']"", ""FILTER['#1', 'located in Tokyo Japan']"", ""DISCARD['#1', '#2']"", ""PROJECT['reigns of #REF', '#3']"", ""PROJECT['different #REF', '#4']""]","['select', 'filter', 'discard', 'project', 'project']",train
SPIDER_train_1852,What are the names and location of the wrestlers?,"return wrestlers ;return names of  #1 ;return locations of  #1 ;return #2 ,  #3","[""SELECT['wrestlers']"", ""PROJECT['names of #REF', '#1']"", ""PROJECT['locations of #REF', '#1']"", ""UNION['#2', '#3']""]","['select', 'project', 'project', 'union']",train
SPIDER_train_1853,Give the names and locations of all wrestlers.,"return wrestlers ;return the  names of  #1 ;return the  locations of  #1 ;return #2 ,  #3","[""SELECT['wrestlers']"", ""PROJECT['the names of #REF', '#1']"", ""PROJECT['the locations of #REF', '#1']"", ""UNION['#2', '#3']""]","['select', 'project', 'project', 'union']",train
SPIDER_train_1854,"What are the elimination moves of wrestlers whose team is ""Team Orton""?",return wrestlers ;return teams of #1 ;return #1 where #2 is  Team Orton ;return elimination moves of #3,"[""SELECT['wrestlers']"", ""PROJECT['teams of #REF', '#1']"", ""COMPARATIVE['#1', '#2', 'is Team Orton']"", ""PROJECT['elimination moves of #REF', '#3']""]","['select', 'project', 'comparative', 'project']",train
SPIDER_train_1855,Return the elimination movies of wrestlers on Team Orton.,return wrestlers ;return elimination movies of  #1 ;return #2 where #1 is  on  Team Orton,"[""SELECT['wrestlers']"", ""PROJECT['elimination movies of #REF', '#1']"", ""COMPARATIVE['#2', '#1', 'is on Team Orton']""]","['select', 'project', 'comparative']",train
SPIDER_train_1856,What are the names of wrestlers and the elimination moves?,"return wrestlers ;return names of  #1 ;return elimination moves of  #1 ;return #2 ,  #3","[""SELECT['wrestlers']"", ""PROJECT['names of #REF', '#1']"", ""PROJECT['elimination moves of #REF', '#1']"", ""UNION['#2', '#3']""]","['select', 'project', 'project', 'union']",train
SPIDER_train_1857,Give the names of wrestlers and their elimination moves.,"return wrestlers ;return names of  #1 ;return elimination moves of  #1 ;return #2 ,  #3","[""SELECT['wrestlers']"", ""PROJECT['names of #REF', '#1']"", ""PROJECT['elimination moves of #REF', '#1']"", ""UNION['#2', '#3']""]","['select', 'project', 'project', 'union']",train
SPIDER_train_1859,"What are the names of wrestlers and their teams in elimination, ordered descending by days held?","return wrestlers ;return names of #1 ;return teams of #1 ;return #3 in  elimination ;return days held of #1 ;return #2 ,  #4 ; return #6 sorted by #5 descending","[""SELECT['wrestlers']"", ""PROJECT['names of #REF', '#1']"", ""PROJECT['teams of #REF', '#1']"", ""FILTER['#3', 'in elimination']"", ""PROJECT['days held of #REF', '#1']"", ""UNION['#2', '#4']"", ""SORT['#6', '#5', 'descending']""]","['select', 'project', 'project', 'filter', 'project', 'union', 'sort']",train
SPIDER_train_186,What are the dates that have the 5 highest cloud cover rates and what are the rates?,"return dates ;return cloud cover rates of #1 ;return #1 where #2 are the   5 highest ;return cloud cover rates of #3 ;return #3 ,  #4","[""SELECT['dates']"", ""PROJECT['cloud cover rates of #REF', '#1']"", ""COMPARATIVE['#1', '#2', 'are the 5 highest']"", ""PROJECT['cloud cover rates of #REF', '#3']"", ""UNION['#3', '#4']""]","['select', 'project', 'comparative', 'project', 'union']",train
SPIDER_train_1860,List the time of elimination of the wrestlers with largest days held.,return wrestlers ;return the  days that  #1 held ;return the  number of  #2 for each #1 ;return #1 where #3 is  the  largest ;return the  times of elimination of  #4,"[""SELECT['wrestlers']"", ""PROJECT['the days that #REF held', '#1']"", ""GROUP['count', '#2', '#1']"", ""COMPARATIVE['#1', '#3', 'is the largest']"", ""PROJECT['the times of elimination of #REF', '#4']""]","['select', 'project', 'group', 'comparative', 'project']",train
SPIDER_train_1861,What is the time of elimination for the wrestler with the most days held?,return wrestlers ;return days held of #1 ;return number of  #2 for each #1 ;return #1 where #3 is  highest ;return time of elimination of  #4,"[""SELECT['wrestlers']"", ""PROJECT['days held of #REF', '#1']"", ""GROUP['count', '#2', '#1']"", ""SUPERLATIVE['max', '#1', '#3']"", ""PROJECT['time of elimination of #REF', '#4']""]","['select', 'project', 'group', 'superlative', 'project']",train
SPIDER_train_1862,Show times of elimination of wrestlers with days held more than 50.,return wrestlers ;return days held of  #1 ;return #1 where #2 is  higher than 50 ;return times of  elimination of #3,"[""SELECT['wrestlers']"", ""PROJECT['days held of #REF', '#1']"", ""COMPARATIVE['#1', '#2', 'is higher than 50']"", ""PROJECT['times of elimination of #REF', '#3']""]","['select', 'project', 'comparative', 'project']",train
SPIDER_train_1863,What are the times of elimination for wrestlers with over 50 days held?,return wrestlers ;return days held of  #1 ;return #1 where #2 is  higher than 50 ;return times of  elimination of #3,"[""SELECT['wrestlers']"", ""PROJECT['days held of #REF', '#1']"", ""COMPARATIVE['#1', '#2', 'is higher than 50']"", ""PROJECT['times of elimination of #REF', '#3']""]","['select', 'project', 'comparative', 'project']",train
SPIDER_train_1864,Show different teams in eliminations and the number of eliminations from each team.,return teams ;return eliminations of #1 ;return number of #2 for each #1,"[""SELECT['teams']"", ""PROJECT['eliminations of #REF', '#1']"", ""GROUP['count', '#2', '#1']"", ""UNION['#1', '#3']""]","['select', 'project', 'group', 'union']",train
SPIDER_train_1865,How many eliminations did each team have?,return teams ;return eliminations of  #1 ;return number of #2 for each #1,"[""SELECT['teams']"", ""PROJECT['eliminations of #REF', '#1']"", ""GROUP['count', '#2', '#1']"", ""UNION['#1', '#3']""]","['select', 'project', 'group', 'union']",train
SPIDER_train_1866,Show teams that have suffered more than three eliminations.,return teams ;return eliminations of #1 ;return number of  #2 for each #1 ;return #1 where #3 is higher than three,"[""SELECT['teams']"", ""PROJECT['eliminations of #REF', '#1']"", ""GROUP['count', '#2', '#1']"", ""COMPARATIVE['#1', '#3', 'is higher than three']""]","['select', 'project', 'group', 'comparative']",train
SPIDER_train_1867,Which teams had more than 3 eliminations?,return teams ;return eliminations of  #1 ;return number of  #2 for each  #1 ;return #1 where #3 is  higher than 3,"[""SELECT['teams']"", ""PROJECT['eliminations of #REF', '#1']"", ""GROUP['count', '#2', '#1']"", ""COMPARATIVE['#1', '#3', 'is higher than 3']""]","['select', 'project', 'group', 'comparative']",train
SPIDER_train_1868,Show the reign and days held of wrestlers.,"return wrestlers ;return reign of #1 ;return days held of #1 ;return #2 ,  #3","[""SELECT['wrestlers']"", ""PROJECT['reign of #REF', '#1']"", ""PROJECT['days held of #REF', '#1']"", ""UNION['#2', '#3']""]","['select', 'project', 'project', 'union']",train
SPIDER_train_1869,What are the reigns and days held of all wrestlers?,"return wrestlers ;return reigns of  #1 ;return days held of  #1 ;return #2 ,  #3","[""SELECT['wrestlers']"", ""PROJECT['reigns of #REF', '#1']"", ""PROJECT['days held of #REF', '#1']"", ""UNION['#2', '#3']""]","['select', 'project', 'project', 'union']",train
SPIDER_train_187,What are the ids and durations of the trips with the top 3 durations?,"return trips ;return durations of #1 ;return the  3 highest of #2 ;return #1 where #2 is equal to any of #3 ;return ids of #4 ;return #5 ,  #3","[""SELECT['trips']"", ""PROJECT['durations of #REF', '#1']"", ""AGGREGATE['max', '#2']"", ""COMPARATIVE['#1', '#2', 'is equal to any of #3']"", ""PROJECT['ids of #REF', '#4']"", ""UNION['#5', '#3']""]","['select', 'project', 'aggregate', 'comparative', 'project', 'union']",train
SPIDER_train_1870,What are the names of wrestlers days held less than 100?,return wrestlers ;return days #1 held ;return number of  #2 for each  #1 ;return #1 where #3 is  less than 100 ;return names of  #4,"[""SELECT['wrestlers']"", ""PROJECT['days #REF held', '#1']"", ""GROUP['count', '#2', '#1']"", ""COMPARATIVE['#1', '#3', 'is less than 100']"", ""PROJECT['names of #REF', '#4']""]","['select', 'project', 'group', 'comparative', 'project']",train
SPIDER_train_1871,Return the names of wrestlers with fewer than 100 days held.,return wrestlers ;return days held of  #1 ;return #1 where #2 is  lower than 100 ;return names of  #3,"[""SELECT['wrestlers']"", ""PROJECT['days held of #REF', '#1']"", ""COMPARATIVE['#1', '#2', 'is lower than 100']"", ""PROJECT['names of #REF', '#3']""]","['select', 'project', 'comparative', 'project']",train
SPIDER_train_1872,Please show the most common reigns of wrestlers.,return reigns ;return wrestlers with  #1 ;return number of  #2 for each #1 ;return #1 where #3 is  highest,"[""SELECT['reigns']"", ""PROJECT['wrestlers with #REF', '#1']"", ""GROUP['count', '#2', '#1']"", ""SUPERLATIVE['max', '#1', '#3']""]","['select', 'project', 'group', 'superlative']",train
SPIDER_train_1873,Which reign is the most common among wrestlers?,return reigns ;return wrestlers with  #1 ;return number of  #2 for each #1 ;return #1 where #3 is  highest,"[""SELECT['reigns']"", ""PROJECT['wrestlers with #REF', '#1']"", ""GROUP['count', '#2', '#1']"", ""SUPERLATIVE['max', '#1', '#3']""]","['select', 'project', 'group', 'superlative']",train
SPIDER_train_1874,List the locations that are shared by more than two wrestlers.,return locations ;return wrestlers in #1 ;return number of  #2 for each #1 ;return #1 where #3 is  higher than two,"[""SELECT['locations']"", ""PROJECT['wrestlers in #REF', '#1']"", ""GROUP['count', '#2', '#1']"", ""COMPARATIVE['#1', '#3', 'is higher than two']""]","['select', 'project', 'group', 'comparative']",train
SPIDER_train_1875,Which locations are shared by more than two wrestlers?,return locations ;return wrestlers of  #1 ;return number of  #2 for each  #1 ;return #1 where #3 more than two,"[""SELECT['locations']"", ""PROJECT['wrestlers of #REF', '#1']"", ""GROUP['count', '#2', '#1']"", ""COMPARATIVE['#1', '#3', 'more than two']""]","['select', 'project', 'group', 'comparative']",train
SPIDER_train_1876,List the names of wrestlers that have not been eliminated.,return wrestlers ;return #1 who have not been eliminated ;return names of #2,"[""SELECT['wrestlers']"", ""FILTER['#1', 'who have not been eliminated']"", ""PROJECT['names of #REF', '#2']""]","['select', 'filter', 'project']",train
SPIDER_train_1877,What are the names of wrestlers who have never been eliminated?,return wrestlers ;return #1 who  have  been eliminated ;return #1 besides  #2 ;return names of  #3,"[""SELECT['wrestlers']"", ""FILTER['#1', 'who have been eliminated']"", ""DISCARD['#1', '#2']"", ""PROJECT['names of #REF', '#3']""]","['select', 'filter', 'discard', 'project']",train
SPIDER_train_1878,"Show the teams that have both wrestlers eliminated by ""Orton"" and wrestlers eliminated by ""Benjamin"".",return wrestlers  ;return #1 eliminated by Orton ;return #1 eliminated by Benjamin ;return teams of #1 ;return #4 of both #2 and  #3,"[""SELECT['wrestlers']"", ""FILTER['#1', 'eliminated by Orton']"", ""FILTER['#1', 'eliminated by Benjamin']"", ""PROJECT['teams of #REF', '#1']"", ""INTERSECTION['#4', '#2', '#3']""]","['select', 'filter', 'filter', 'project', 'intersection']",train
SPIDER_train_1879,What are the teams that have both wrestlers eliminated by Orton and wrestlers eliminated by Benjamin?,return teams ;return wrestlers  of #1 ;return #2 eliminated by  Orton ;return #2 eliminated by  Benjamin ;return #1 of both #3 and #4,"[""SELECT['teams']"", ""PROJECT['wrestlers of #REF', '#1']"", ""FILTER['#2', 'eliminated by Orton']"", ""FILTER['#2', 'eliminated by Benjamin']"", ""INTERSECTION['#1', '#3', '#4']""]","['select', 'project', 'filter', 'filter', 'intersection']",train
SPIDER_train_188,What are the ids of the trips that lasted the longest and how long did they last?,"return trips ;return how long #1 lasted ;return #1 where #2 is  the   longest ;return ids of #3 ;return how long #3 lasted ;return #4 ,  #5","[""SELECT['trips']"", ""PROJECT['how long #REF lasted', '#1']"", ""COMPARATIVE['#1', '#2', 'is the longest']"", ""PROJECT['ids of #REF', '#3']"", ""PROJECT['how long #REF lasted', '#3']"", ""UNION['#4', '#5']""]","['select', 'project', 'comparative', 'project', 'project', 'union']",train
SPIDER_train_1880,What is the number of distinct teams that suffer elimination?,return teams ;return #1 that  suffer elimination ;return distinct #2 ;return number of  #3,"[""SELECT['teams']"", ""FILTER['#1', 'that suffer elimination']"", ""PROJECT['distinct #REF', '#2']"", ""AGGREGATE['count', '#3']""]","['select', 'filter', 'project', 'aggregate']",train
SPIDER_train_1881,How many different teams have had eliminated wrestlers?,return teams ;return wrestlers of  #1 ;return #1 where  #2 are  eliminated ;return different #3 ;return number of #4,"[""SELECT['teams']"", ""PROJECT['wrestlers of #REF', '#1']"", ""COMPARATIVE['#1', '#2', 'are eliminated']"", ""PROJECT['different #REF', '#3']"", ""AGGREGATE['count', '#4']""]","['select', 'project', 'comparative', 'project', 'aggregate']",train
SPIDER_train_1882,"Show the times of elimination by ""Punk"" or ""Orton"".",return times of  elimination ;return #1 by Punk ;return #1 by Orton ;return #2 or  #3,"[""SELECT['times of elimination']"", ""FILTER['#1', 'by Punk']"", ""FILTER['#1', 'by Orton']"", ""UNION['#2', '#3']""]","['select', 'filter', 'filter', 'union']",train
SPIDER_train_1883,What are the times of elimination for any instances in which the elimination was done by Punk or Orton?,"return instances ;return eliminations of #1 ;return #2 that was  done by Punk ;return #2 that was  done by Orton ;return #3 ,  #4 ;return times of #5","[""SELECT['instances']"", ""PROJECT['eliminations of #REF', '#1']"", ""FILTER['#2', 'that was done by Punk']"", ""FILTER['#2', 'that was done by Orton']"", ""UNION['#3', '#4']"", ""PROJECT['times of #REF', '#5']""]","['select', 'project', 'filter', 'filter', 'union', 'project']",train
SPIDER_train_1884,How many schools are there?,return schools ;return number of #1,"[""SELECT['schools']"", ""AGGREGATE['count', '#1']""]","['select', 'aggregate']",train
SPIDER_train_1886,Show all school names in alphabetical order.,return school names ;return #1 sorted by alphabetical order,"[""SELECT['school names']"", ""SORT['#1', '#1', 'alphabetical order']""]","['select', 'sort']",train
SPIDER_train_1887,"List the name, location, mascot for all schools.","return schools ;return names of  #1 ;return locations of  #1 ;return mascots of  #1 ;return #2 ,  #3 , #4","[""SELECT['schools']"", ""PROJECT['names of #REF', '#1']"", ""PROJECT['locations of #REF', '#1']"", ""PROJECT['mascots of #REF', '#1']"", ""UNION['#2', '#3', '#4']""]","['select', 'project', 'project', 'project', 'union']",train
